,case_id,activity,resource,start_timestamp,lifecycle:transition_start,end_timestamp,lifecycle:transition_end
11368,176323,W_Completeren aanvraag,11189,2011-10-12 09:06:18.392000+00:00,START,2011-10-12 09:23:11.926000+00:00,COMPLETE
11369,176323,W_Completeren aanvraag,11189,2011-10-12 09:06:18.392000+00:00,START,2011-10-12 14:36:21.499000+00:00,COMPLETE
11370,176323,W_Completeren aanvraag,11189,2011-10-12 09:22:39.610000+00:00,START,2011-10-12 09:22:20.574000+00:00,COMPLETE
11371,176323,W_Completeren aanvraag,11189,2011-10-12 09:22:39.610000+00:00,START,2011-10-12 09:23:11.926000+00:00,COMPLETE
11372,176323,W_Completeren aanvraag,11189,2011-10-12 09:22:39.610000+00:00,START,2011-10-12 14:36:21.499000+00:00,COMPLETE
11373,176323,W_Completeren aanvraag,11189,2011-10-12 14:21:39.806000+00:00,START,2011-10-12 09:22:20.574000+00:00,COMPLETE
11374,176323,W_Completeren aanvraag,11189,2011-10-12 14:21:39.806000+00:00,START,2011-10-12 09:23:11.926000+00:00,COMPLETE
11375,176323,W_Completeren aanvraag,11189,2011-10-12 14:21:39.806000+00:00,START,2011-10-12 14:36:21.499000+00:00,COMPLETE
11376,176323,W_Nabellen offertes,11189,2011-10-12 14:36:41.582000+00:00,START,2011-10-12 14:37:49.638000+00:00,COMPLETE
11377,176323,W_Nabellen offertes,11180,2011-10-19 11:37:45.047000+00:00,START,2011-10-19 11:39:42.651000+00:00,COMPLETE
11378,176323,W_Nabellen offertes,10914,2011-10-20 20:00:32.765000+00:00,START,2011-10-20 20:04:16.486000+00:00,COMPLETE
11379,176323,W_Nabellen offertes,11119,2011-11-01 17:26:24.965000+00:00,START,2011-11-01 17:28:32.850000+00:00,COMPLETE
11380,176323,W_Nabellen offertes,11119,2011-11-01 17:26:24.965000+00:00,START,2011-11-01 19:19:58.259000+00:00,COMPLETE
11381,176323,W_Nabellen offertes,11119,2011-11-01 19:17:44.836000+00:00,START,2011-11-01 17:28:32.850000+00:00,COMPLETE
11382,176323,W_Nabellen offertes,11119,2011-11-01 19:17:44.836000+00:00,START,2011-11-01 19:19:58.259000+00:00,COMPLETE
12072,176470,W_Completeren aanvraag,11169,2011-10-12 14:23:53.565000+00:00,START,2011-10-12 14:27:43.008000+00:00,COMPLETE
12073,176470,W_Completeren aanvraag,11180,2011-10-19 09:34:06.320000+00:00,START,2011-10-19 09:38:31.908000+00:00,COMPLETE
12074,176470,W_Completeren aanvraag,10861,2011-10-26 10:30:18.235000+00:00,START,2011-10-26 10:30:33.940000+00:00,COMPLETE
12075,176470,W_Completeren aanvraag,10861,2011-10-26 10:30:18.235000+00:00,START,2011-11-12 09:15:10.980000+00:00,COMPLETE
13046,176645,W_Afhandelen leads,11189,2011-10-13 09:10:04.308000+00:00,START,2011-10-13 09:13:41.049000+00:00,COMPLETE
14318,177026,W_Afhandelen leads,10629,2011-10-14 19:29:30.601000+00:00,START,2011-10-14 19:30:50.717000+00:00,COMPLETE
14497,177059,W_Completeren aanvraag,10912,2011-10-14 19:47:24.558000+00:00,START,2011-10-14 19:50:45.170000+00:00,COMPLETE
14498,177059,W_Completeren aanvraag,10912,2011-10-14 19:47:24.558000+00:00,START,2011-10-15 11:55:20.906000+00:00,COMPLETE
14499,177059,W_Completeren aanvraag,11000,2011-10-15 11:45:43.115000+00:00,START,2011-10-15 11:48:33.601000+00:00,COMPLETE
14500,177059,W_Completeren aanvraag,10912,2011-10-15 11:54:18.071000+00:00,START,2011-10-14 19:50:45.170000+00:00,COMPLETE
14501,177059,W_Completeren aanvraag,10912,2011-10-15 11:54:18.071000+00:00,START,2011-10-15 11:55:20.906000+00:00,COMPLETE
14502,177059,W_Completeren aanvraag,11180,2011-10-17 20:00:10.805000+00:00,START,2011-10-17 20:14:11.967000+00:00,COMPLETE
15321,177248,W_Completeren aanvraag,11049,2011-10-17 09:27:34.290000+00:00,START,2011-10-17 09:28:30.921000+00:00,COMPLETE
15322,177248,W_Completeren aanvraag,11119,2011-11-01 20:22:41.568000+00:00,START,2011-11-01 20:23:08.085000+00:00,COMPLETE
15323,177248,W_Completeren aanvraag,11119,2011-11-01 20:22:41.568000+00:00,START,2011-11-01 20:36:19.720000+00:00,COMPLETE
15324,177248,W_Completeren aanvraag,11119,2011-11-01 20:35:47.639000+00:00,START,2011-11-01 20:23:08.085000+00:00,COMPLETE
15325,177248,W_Completeren aanvraag,11119,2011-11-01 20:35:47.639000+00:00,START,2011-11-01 20:36:19.720000+00:00,COMPLETE
15326,177248,W_Completeren aanvraag,10861,2011-11-02 11:33:59.689000+00:00,START,2011-11-02 11:35:11.693000+00:00,COMPLETE
15386,177266,W_Afhandelen leads,10881,2011-10-17 09:22:39.515000+00:00,START,2011-10-17 09:22:54.035000+00:00,COMPLETE
15392,177281,W_Afhandelen leads,10982,2011-10-17 09:28:16.996000+00:00,START,2011-10-17 09:30:33.393000+00:00,COMPLETE
15393,177281,W_Completeren aanvraag,10881,2011-10-17 12:20:49.988000+00:00,START,2011-10-17 12:22:21.165000+00:00,COMPLETE
15394,177281,W_Completeren aanvraag,11180,2011-10-17 14:52:38.982000+00:00,START,2011-10-17 14:53:32.461000+00:00,COMPLETE
15395,177281,W_Completeren aanvraag,11180,2011-10-17 14:52:38.982000+00:00,START,2011-10-17 18:38:27.324000+00:00,COMPLETE
15396,177281,W_Completeren aanvraag,11180,2011-10-17 18:23:53.106000+00:00,START,2011-10-17 14:53:32.461000+00:00,COMPLETE
15397,177281,W_Completeren aanvraag,11180,2011-10-17 18:23:53.106000+00:00,START,2011-10-17 18:38:27.324000+00:00,COMPLETE
15602,177362,W_Afhandelen leads,10881,2011-10-17 09:27:55.642000+00:00,START,2011-10-17 09:28:21.052000+00:00,COMPLETE
15671,177380,W_Afhandelen leads,10881,2011-10-17 09:29:25.329000+00:00,START,2011-10-17 09:30:18.269000+00:00,COMPLETE
15672,177399,W_Afhandelen leads,10881,2011-10-17 09:23:50.752000+00:00,START,2011-10-17 09:24:56.128000+00:00,COMPLETE
15673,177402,W_Afhandelen leads,11009,2011-10-17 09:09:45.960000+00:00,START,2011-10-17 09:11:44.588000+00:00,COMPLETE
15674,177402,W_Completeren aanvraag,11009,2011-10-17 09:11:57.006000+00:00,START,2011-10-17 09:18:12.107000+00:00,COMPLETE
15699,177414,W_Afhandelen leads,10881,2011-10-17 10:48:26.891000+00:00,START,2011-10-17 10:49:25.629000+00:00,COMPLETE
16546,177567,W_Afhandelen leads,10861,2011-10-17 17:55:54.130000+00:00,START,2011-10-17 17:58:25.771000+00:00,COMPLETE
16701,177609,W_Afhandelen leads,11122,2011-10-17 18:39:28.265000+00:00,START,2011-10-17 18:41:55.189000+00:00,COMPLETE
16702,177609,W_Completeren aanvraag,11122,2011-10-17 18:42:14.450000+00:00,START,2011-10-17 18:57:17.972000+00:00,COMPLETE
16703,177609,W_Nabellen offertes,11122,2011-10-17 18:57:28.518000+00:00,START,2011-10-17 19:00:34.230000+00:00,COMPLETE
16704,177609,W_Nabellen offertes,11122,2011-10-17 18:57:28.518000+00:00,START,2011-10-17 19:03:48.493000+00:00,COMPLETE
16705,177609,W_Nabellen offertes,11122,2011-10-17 19:02:00.654000+00:00,START,2011-10-17 19:00:34.230000+00:00,COMPLETE
16706,177609,W_Nabellen offertes,11122,2011-10-17 19:02:00.654000+00:00,START,2011-10-17 19:03:48.493000+00:00,COMPLETE
16707,177609,W_Nabellen offertes,11049,2011-10-24 11:05:54.882000+00:00,START,2011-10-24 11:06:40.112000+00:00,COMPLETE
16708,177609,W_Valideren aanvraag,10909,2011-10-27 20:03:48.572000+00:00,START,2011-10-27 20:04:24.409000+00:00,COMPLETE
16709,177609,W_Valideren aanvraag,10972,2011-10-28 12:18:32.859000+00:00,START,2011-10-28 12:58:34.886000+00:00,COMPLETE
16710,177609,W_Valideren aanvraag,10972,2011-10-28 12:18:32.859000+00:00,START,2011-10-28 13:58:40.821000+00:00,COMPLETE
16711,177609,W_Valideren aanvraag,10972,2011-10-28 13:57:47.665000+00:00,START,2011-10-28 12:58:34.886000+00:00,COMPLETE
16712,177609,W_Valideren aanvraag,10972,2011-10-28 13:57:47.665000+00:00,START,2011-10-28 13:58:40.821000+00:00,COMPLETE
17151,177749,W_Afhandelen leads,10861,2011-10-18 09:50:46.649000+00:00,START,2011-10-18 09:51:24.585000+00:00,COMPLETE
17261,177794,W_Completeren aanvraag,11179,2011-10-18 13:06:34.179000+00:00,START,2011-10-18 13:21:54.695000+00:00,COMPLETE
17262,177794,W_Completeren aanvraag,11180,2011-10-19 09:42:47.653000+00:00,START,2011-10-19 09:44:24.506000+00:00,COMPLETE
17263,177794,W_Completeren aanvraag,10861,2011-10-26 11:36:40.181000+00:00,START,2011-10-26 11:36:53.970000+00:00,COMPLETE
17264,177794,W_Completeren aanvraag,11254,2011-11-09 11:21:14.243000+00:00,START,2011-11-09 11:21:51.628000+00:00,COMPLETE
17265,177794,W_Completeren aanvraag,11254,2011-11-09 11:21:14.243000+00:00,START,2011-11-18 09:15:06.706000+00:00,COMPLETE
17296,177809,W_Afhandelen leads,10913,2011-10-18 13:49:28.162000+00:00,START,2011-10-18 13:50:14.986000+00:00,COMPLETE
17548,177887,W_Afhandelen leads,10982,2011-10-18 17:45:02.946000+00:00,START,2011-10-18 17:47:59.880000+00:00,COMPLETE
17549,177890,W_Afhandelen leads,10982,2011-10-18 17:48:03.861000+00:00,START,2011-10-18 17:49:14.655000+00:00,COMPLETE
17550,177890,W_Afhandelen leads,10982,2011-10-18 17:48:03.861000+00:00,START,2011-10-18 17:49:22.414000+00:00,COMPLETE
17551,177890,W_Afhandelen leads,10982,2011-10-18 17:48:03.861000+00:00,START,2011-10-18 17:52:19.941000+00:00,COMPLETE
17552,177890,W_Afhandelen leads,10982,2011-10-18 17:49:21.689000+00:00,START,2011-10-18 17:49:14.655000+00:00,COMPLETE
17553,177890,W_Afhandelen leads,10982,2011-10-18 17:49:21.689000+00:00,START,2011-10-18 17:49:22.414000+00:00,COMPLETE
17554,177890,W_Afhandelen leads,10982,2011-10-18 17:49:21.689000+00:00,START,2011-10-18 17:52:19.941000+00:00,COMPLETE
17555,177890,W_Afhandelen leads,10982,2011-10-18 17:49:30.795000+00:00,START,2011-10-18 17:49:14.655000+00:00,COMPLETE
17556,177890,W_Afhandelen leads,10982,2011-10-18 17:49:30.795000+00:00,START,2011-10-18 17:49:22.414000+00:00,COMPLETE
17557,177890,W_Afhandelen leads,10982,2011-10-18 17:49:30.795000+00:00,START,2011-10-18 17:52:19.941000+00:00,COMPLETE
17709,177944,W_Afhandelen leads,10982,2011-10-18 19:54:25.132000+00:00,START,2011-10-18 19:59:43.984000+00:00,COMPLETE
18036,178028,W_Afhandelen leads,11189,2011-10-19 09:25:13.002000+00:00,START,2011-10-19 09:26:42.219000+00:00,COMPLETE
18105,178119,W_Completeren aanvraag,11189,2011-10-19 12:31:09.813000+00:00,START,2011-10-19 12:47:52.021000+00:00,COMPLETE
18106,178119,W_Nabellen offertes,11189,2011-10-19 12:48:10.529000+00:00,START,2011-10-19 12:48:44.630000+00:00,COMPLETE
18107,178119,W_Nabellen offertes,11189,2011-10-19 12:48:10.529000+00:00,START,2011-10-19 12:50:27.232000+00:00,COMPLETE
18108,178119,W_Nabellen offertes,11189,2011-10-19 12:48:10.529000+00:00,START,2011-10-19 12:51:05.586000+00:00,COMPLETE
18109,178119,W_Nabellen offertes,11189,2011-10-19 12:48:10.529000+00:00,START,2011-11-01 16:14:40.934000+00:00,COMPLETE
18110,178119,W_Nabellen offertes,11189,2011-10-19 12:48:59.623000+00:00,START,2011-10-19 12:48:44.630000+00:00,COMPLETE
18111,178119,W_Nabellen offertes,11189,2011-10-19 12:48:59.623000+00:00,START,2011-10-19 12:50:27.232000+00:00,COMPLETE
18112,178119,W_Nabellen offertes,11189,2011-10-19 12:48:59.623000+00:00,START,2011-10-19 12:51:05.586000+00:00,COMPLETE
18113,178119,W_Nabellen offertes,11189,2011-10-19 12:48:59.623000+00:00,START,2011-11-01 16:14:40.934000+00:00,COMPLETE
18114,178119,W_Nabellen offertes,11189,2011-10-19 12:50:40.319000+00:00,START,2011-10-19 12:48:44.630000+00:00,COMPLETE
18115,178119,W_Nabellen offertes,11189,2011-10-19 12:50:40.319000+00:00,START,2011-10-19 12:50:27.232000+00:00,COMPLETE
18116,178119,W_Nabellen offertes,11189,2011-10-19 12:50:40.319000+00:00,START,2011-10-19 12:51:05.586000+00:00,COMPLETE
18117,178119,W_Nabellen offertes,11189,2011-10-19 12:50:40.319000+00:00,START,2011-11-01 16:14:40.934000+00:00,COMPLETE
18118,178119,W_Nabellen offertes,10982,2011-10-24 13:00:04.831000+00:00,START,2011-10-24 13:01:24.412000+00:00,COMPLETE
18119,178119,W_Nabellen offertes,10982,2011-10-24 13:00:04.831000+00:00,START,2011-10-24 13:02:14.585000+00:00,COMPLETE
18120,178119,W_Nabellen offertes,10982,2011-10-24 13:01:42.078000+00:00,START,2011-10-24 13:01:24.412000+00:00,COMPLETE
18121,178119,W_Nabellen offertes,10982,2011-10-24 13:01:42.078000+00:00,START,2011-10-24 13:02:14.585000+00:00,COMPLETE
18122,178119,W_Nabellen offertes,11181,2011-10-31 18:22:32.800000+00:00,START,2011-10-31 18:22:40.558000+00:00,COMPLETE
18123,178119,W_Nabellen offertes,11189,2011-11-01 16:11:57.321000+00:00,START,2011-10-19 12:48:44.630000+00:00,COMPLETE
18124,178119,W_Nabellen offertes,11189,2011-11-01 16:11:57.321000+00:00,START,2011-10-19 12:50:27.232000+00:00,COMPLETE
18125,178119,W_Nabellen offertes,11189,2011-11-01 16:11:57.321000+00:00,START,2011-10-19 12:51:05.586000+00:00,COMPLETE
18126,178119,W_Nabellen offertes,11189,2011-11-01 16:11:57.321000+00:00,START,2011-11-01 16:14:40.934000+00:00,COMPLETE
18127,178119,W_Nabellen offertes,10899,2011-11-03 11:57:28.534000+00:00,START,2011-11-03 11:58:07.178000+00:00,COMPLETE
18128,178119,W_Valideren aanvraag,10138,2011-11-07 15:49:14.373000+00:00,START,2011-11-07 16:08:26.841000+00:00,COMPLETE
18329,178203,W_Completeren aanvraag,11189,2011-10-19 13:37:47.796000+00:00,START,2011-10-19 13:54:20.528000+00:00,COMPLETE
18330,178203,W_Nabellen offertes,11189,2011-10-19 14:17:01.042000+00:00,START,2011-10-19 14:18:19.176000+00:00,COMPLETE
18331,178203,W_Nabellen offertes,11189,2011-10-19 14:17:01.042000+00:00,START,2011-10-25 19:08:24.317000+00:00,COMPLETE
18332,178203,W_Nabellen offertes,11189,2011-10-19 14:17:01.042000+00:00,START,2011-10-25 19:57:09.382000+00:00,COMPLETE
18333,178203,W_Nabellen offertes,11189,2011-10-19 14:17:01.042000+00:00,START,2011-10-25 19:58:38.313000+00:00,COMPLETE
18334,178203,W_Nabellen offertes,11189,2011-10-19 14:17:01.042000+00:00,START,2011-11-01 20:01:47.047000+00:00,COMPLETE
18335,178203,W_Nabellen offertes,11189,2011-10-25 19:05:20.561000+00:00,START,2011-10-19 14:18:19.176000+00:00,COMPLETE
18336,178203,W_Nabellen offertes,11189,2011-10-25 19:05:20.561000+00:00,START,2011-10-25 19:08:24.317000+00:00,COMPLETE
18337,178203,W_Nabellen offertes,11189,2011-10-25 19:05:20.561000+00:00,START,2011-10-25 19:57:09.382000+00:00,COMPLETE
18338,178203,W_Nabellen offertes,11189,2011-10-25 19:05:20.561000+00:00,START,2011-10-25 19:58:38.313000+00:00,COMPLETE
18339,178203,W_Nabellen offertes,11189,2011-10-25 19:05:20.561000+00:00,START,2011-11-01 20:01:47.047000+00:00,COMPLETE
18340,178203,W_Nabellen offertes,11189,2011-10-25 19:54:38.887000+00:00,START,2011-10-19 14:18:19.176000+00:00,COMPLETE
18341,178203,W_Nabellen offertes,11189,2011-10-25 19:54:38.887000+00:00,START,2011-10-25 19:08:24.317000+00:00,COMPLETE
18342,178203,W_Nabellen offertes,11189,2011-10-25 19:54:38.887000+00:00,START,2011-10-25 19:57:09.382000+00:00,COMPLETE
18343,178203,W_Nabellen offertes,11189,2011-10-25 19:54:38.887000+00:00,START,2011-10-25 19:58:38.313000+00:00,COMPLETE
18344,178203,W_Nabellen offertes,11189,2011-10-25 19:54:38.887000+00:00,START,2011-11-01 20:01:47.047000+00:00,COMPLETE
18345,178203,W_Nabellen offertes,11189,2011-10-25 19:57:31.988000+00:00,START,2011-10-19 14:18:19.176000+00:00,COMPLETE
18346,178203,W_Nabellen offertes,11189,2011-10-25 19:57:31.988000+00:00,START,2011-10-25 19:08:24.317000+00:00,COMPLETE
18347,178203,W_Nabellen offertes,11189,2011-10-25 19:57:31.988000+00:00,START,2011-10-25 19:57:09.382000+00:00,COMPLETE
18348,178203,W_Nabellen offertes,11189,2011-10-25 19:57:31.988000+00:00,START,2011-10-25 19:58:38.313000+00:00,COMPLETE
18349,178203,W_Nabellen offertes,11189,2011-10-25 19:57:31.988000+00:00,START,2011-11-01 20:01:47.047000+00:00,COMPLETE
18350,178203,W_Nabellen offertes,11181,2011-11-01 16:52:32.822000+00:00,START,2011-11-01 16:57:51.376000+00:00,COMPLETE
18351,178203,W_Nabellen offertes,11119,2011-11-01 19:58:41.751000+00:00,START,2011-11-01 19:58:47.805000+00:00,COMPLETE
18352,178203,W_Nabellen offertes,11119,2011-11-01 19:58:41.751000+00:00,START,2011-11-01 20:13:20.077000+00:00,COMPLETE
18353,178203,W_Nabellen offertes,11189,2011-11-01 20:01:36.159000+00:00,START,2011-10-19 14:18:19.176000+00:00,COMPLETE
18354,178203,W_Nabellen offertes,11189,2011-11-01 20:01:36.159000+00:00,START,2011-10-25 19:08:24.317000+00:00,COMPLETE
18355,178203,W_Nabellen offertes,11189,2011-11-01 20:01:36.159000+00:00,START,2011-10-25 19:57:09.382000+00:00,COMPLETE
18356,178203,W_Nabellen offertes,11189,2011-11-01 20:01:36.159000+00:00,START,2011-10-25 19:58:38.313000+00:00,COMPLETE
18357,178203,W_Nabellen offertes,11189,2011-11-01 20:01:36.159000+00:00,START,2011-11-01 20:01:47.047000+00:00,COMPLETE
18358,178203,W_Nabellen offertes,11119,2011-11-01 20:13:13.395000+00:00,START,2011-11-01 19:58:47.805000+00:00,COMPLETE
18359,178203,W_Nabellen offertes,11119,2011-11-01 20:13:13.395000+00:00,START,2011-11-01 20:13:20.077000+00:00,COMPLETE
18360,178203,W_Nabellen offertes,10889,2011-11-01 20:21:06.130000+00:00,START,2011-11-02 06:15:04.851000+00:00,COMPLETE
18361,178203,W_Nabellen offertes,11259,2011-11-02 09:28:51.896000+00:00,START,2011-11-02 09:29:32.554000+00:00,COMPLETE
18362,178203,W_Valideren aanvraag,10138,2011-11-04 16:04:37.778000+00:00,START,2011-11-04 16:04:47.441000+00:00,COMPLETE
18363,178203,W_Valideren aanvraag,10138,2011-11-04 16:04:37.778000+00:00,START,2011-11-04 18:20:20.138000+00:00,COMPLETE
18364,178203,W_Valideren aanvraag,10138,2011-11-04 17:57:49.530000+00:00,START,2011-11-04 16:04:47.441000+00:00,COMPLETE
18365,178203,W_Valideren aanvraag,10138,2011-11-04 17:57:49.530000+00:00,START,2011-11-04 18:20:20.138000+00:00,COMPLETE
18818,178320,W_Completeren aanvraag,10863,2011-10-19 19:44:55.407000+00:00,START,2011-10-19 19:52:31+00:00,COMPLETE
18819,178320,W_Completeren aanvraag,11189,2011-10-20 13:36:22.464000+00:00,START,2011-10-20 13:40:47.385000+00:00,COMPLETE
19055,178362,W_Afhandelen leads,11121,2011-10-19 19:41:24.178000+00:00,START,2011-10-19 19:43:18.812000+00:00,COMPLETE
19056,178362,W_Completeren aanvraag,11121,2011-10-19 20:46:34.973000+00:00,START,2011-10-19 20:53:15.235000+00:00,COMPLETE
19702,178650,W_Completeren aanvraag,11179,2011-10-20 18:33:49.097000+00:00,START,2011-10-20 18:53:23.099000+00:00,COMPLETE
20102,178771,W_Completeren aanvraag,11189,2011-10-21 10:09:56.008000+00:00,START,2011-10-21 10:24:58.192000+00:00,COMPLETE
20103,178771,W_Nabellen offertes,11181,2011-10-28 20:23:45.996000+00:00,START,2011-10-28 20:26:56.678000+00:00,COMPLETE
20104,178771,W_Nabellen offertes,10863,2011-10-31 20:01:23.218000+00:00,START,2011-10-31 20:01:49.135000+00:00,COMPLETE
20105,178771,W_Nabellen offertes,10913,2011-11-01 19:47:04.323000+00:00,START,2011-11-01 19:50:48.718000+00:00,COMPLETE
20106,178771,W_Nabellen offertes,10899,2011-11-02 12:10:04.716000+00:00,START,2011-11-02 12:10:25.706000+00:00,COMPLETE
20512,178858,W_Afhandelen leads,11169,2011-10-21 14:34:42.792000+00:00,START,2011-10-21 14:37:08.728000+00:00,COMPLETE
20644,178879,W_Afhandelen leads,11169,2011-10-21 14:34:57.862000+00:00,START,2011-10-21 14:38:24.517000+00:00,COMPLETE
21323,179113,W_Completeren aanvraag,10982,2011-10-22 16:19:20.789000+00:00,START,2011-10-22 16:32:55.289000+00:00,COMPLETE
21324,179113,W_Completeren aanvraag,10982,2011-10-22 16:19:20.789000+00:00,START,2011-10-24 14:20:39.010000+00:00,COMPLETE
21325,179113,W_Completeren aanvraag,10982,2011-10-22 16:19:20.789000+00:00,START,2011-10-24 14:44:38.524000+00:00,COMPLETE
21326,179113,W_Completeren aanvraag,10982,2011-10-22 16:19:20.789000+00:00,START,2011-10-24 16:27:14.759000+00:00,COMPLETE
21327,179113,W_Completeren aanvraag,10982,2011-10-24 14:18:29.677000+00:00,START,2011-10-22 16:32:55.289000+00:00,COMPLETE
21328,179113,W_Completeren aanvraag,10982,2011-10-24 14:18:29.677000+00:00,START,2011-10-24 14:20:39.010000+00:00,COMPLETE
21329,179113,W_Completeren aanvraag,10982,2011-10-24 14:18:29.677000+00:00,START,2011-10-24 14:44:38.524000+00:00,COMPLETE
21330,179113,W_Completeren aanvraag,10982,2011-10-24 14:18:29.677000+00:00,START,2011-10-24 16:27:14.759000+00:00,COMPLETE
21331,179113,W_Completeren aanvraag,10982,2011-10-24 14:41:52.693000+00:00,START,2011-10-22 16:32:55.289000+00:00,COMPLETE
21332,179113,W_Completeren aanvraag,10982,2011-10-24 14:41:52.693000+00:00,START,2011-10-24 14:20:39.010000+00:00,COMPLETE
21333,179113,W_Completeren aanvraag,10982,2011-10-24 14:41:52.693000+00:00,START,2011-10-24 14:44:38.524000+00:00,COMPLETE
21334,179113,W_Completeren aanvraag,10982,2011-10-24 14:41:52.693000+00:00,START,2011-10-24 16:27:14.759000+00:00,COMPLETE
21335,179113,W_Completeren aanvraag,10982,2011-10-24 16:25:51.217000+00:00,START,2011-10-22 16:32:55.289000+00:00,COMPLETE
21336,179113,W_Completeren aanvraag,10982,2011-10-24 16:25:51.217000+00:00,START,2011-10-24 14:20:39.010000+00:00,COMPLETE
21337,179113,W_Completeren aanvraag,10982,2011-10-24 16:25:51.217000+00:00,START,2011-10-24 14:44:38.524000+00:00,COMPLETE
21338,179113,W_Completeren aanvraag,10982,2011-10-24 16:25:51.217000+00:00,START,2011-10-24 16:27:14.759000+00:00,COMPLETE
21883,179218,W_Completeren aanvraag,11203,2011-10-24 10:20:15.176000+00:00,START,2011-10-24 10:38:07.859000+00:00,COMPLETE
21884,179218,W_Nabellen offertes,11181,2011-10-31 17:55:44.732000+00:00,START,2011-10-31 17:56:09.461000+00:00,COMPLETE
21885,179218,W_Nabellen offertes,11259,2011-11-02 09:54:00.496000+00:00,START,2011-11-02 09:54:24.096000+00:00,COMPLETE
21886,179218,W_Valideren aanvraag,10629,2011-11-04 12:56:30.485000+00:00,START,2011-11-04 13:10:45.015000+00:00,COMPLETE
22242,179351,W_Completeren aanvraag,11201,2011-10-24 10:07:51.256000+00:00,START,2011-10-24 10:12:42.115000+00:00,COMPLETE
22243,179351,W_Nabellen offertes,11181,2011-10-31 17:44:39.137000+00:00,START,2011-10-31 17:50:12.157000+00:00,COMPLETE
